title,time_published,relevance_score,sentiment_score,sentiment_label,topics
"Tesla Offers 3 Months Of Free Supercharging, FSD Subscription For North American Buyers Till Year-End To Boost Deliveries - Tesla  ( NASDAQ:TSLA ) ",2024-11-15 09:04:10,0.803061,0.305485,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Cathie Wood Says Software Is the Next Big AI Opportunity -- 1 Unstoppable $2 Trillion Stock You'll Wish You'd Bought if She's Right,2024-11-15 08:01:00,0.036643,0.140873,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.996718'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"Dow Dips Over 200 Points Following Economic Reports, Tesla Tumbles On Potential Removal Of EV Tax Credit: Fear Index Remains In 'Greed' Zone - Cisco Systems  ( NASDAQ:CSCO ) ",2024-11-15 06:40:25,0.202366,0.076811,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Xpeng's new 'land aircraft carrier' is a $276,000 van with a 2-man quadcopter, and it thinks it can sell 10,000 of them a year",2024-11-15 05:47:19,0.202366,-0.14191,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
The undercover hedge funds financing activist short sellers,2024-11-15 05:00:42,0.016107,-0.248831,Somewhat-Bearish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.989041'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.333333'}]"
Long-Time Tesla Bull Rages As Elon Musk Reportedly Backs Trump's Plan To Ax $7.5K EV Credit: 'Insanity' - Tesla  ( NASDAQ:TSLA ) ,2024-11-15 03:52:55,0.794423,0.396582,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Elon Musk And Vivek Ramaswamy Are Looking For 'High IQ Small-Government Revolutionaries' Who Are Willing To Put In 80+ Hours At DOGE - Tesla  ( NASDAQ:TSLA ) ,2024-11-15 02:25:44,0.288893,0.331237,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
"Tesla Earnings Will Be Hit Hardest If $7.5K EV Credit Gets Cut By Trump, Warns Gary Black: 'Do The Math' - General Motors  ( NYSE:GM ) , Toyota Motor  ( NYSE:TM ) ",2024-11-15 01:54:31,0.719159,-0.121447,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Third Point Hedge Fund Buys Tesla, Dumps Micron - Tesla  ( NASDAQ:TSLA ) ",2024-11-15 00:34:48,0.290607,0.365164,Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
"Hong Kong EV insurance costs to fall, but third-party liability may remain high",2024-11-15 00:30:08,0.224383,-0.043486,Neutral,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Friday's big stock stories: What's likely to move the market in the next trading session,2024-11-15 00:15:43,0.102668,0.06651,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}]"
"Viking Fund Management Sells Big Oil Stocks In Q3, Cuts Tesla Position In Half, Adds To Largest Position Broadcom - Broadcom  ( NASDAQ:AVGO ) , AbbVie  ( NYSE:ABBV ) ",2024-11-15 00:13:26,0.204072,0.0,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}]"
Why Tesla Stock Was Sliding Today,2024-11-14 21:28:16,0.837089,0.343513,Somewhat-Bullish,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Trump Plans To Erase EV Tax Credit: Tesla Analyst Says It's 'Net Bullish,' Calls Sell-Off 'Wrong Knee-Jerk Reaction' - Tesla  ( NASDAQ:TSLA ) ",2024-11-14 20:54:45,0.849882,0.278474,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Trump to Sunset EV Tax Credit: Should Tesla Investors Be Worried?,2024-11-14 20:16:00,0.644033,0.339908,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"If Tesla Stock Hits All-Time Highs In 2025, Will It Be Driven By Trump-Musk Relationship? Readers Say This - Tesla  ( NASDAQ:TSLA ) ",2024-11-14 19:16:58,0.812439,0.413878,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.723405'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Space ETFs Soar on Rocket Lab's Q3 Earnings Beat and New Deal,2024-11-14 19:00:00,0.061949,0.1252,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.976913'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
"Nvidia Powers Tesla's Humanoid Robots With New AI Tech: Here's What To Expect In 2025 - Netflix  ( NASDAQ:NFLX ) , Tesla  ( NASDAQ:TSLA ) ",2024-11-14 18:37:51,0.137278,0.092827,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"PACS BREAKING NEWS: BFA Law Notifies PACS Group, Inc. Investors that the Company has been Sued for Fraud - Contact the Firm if You Suffered Losses  ( NYSE:PACS )  - PACS Group  ( NYSE:PACS ) ",2024-11-14 16:53:45,0.063763,0.158398,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]"
"Tesla's Profit Power Vs. Rivian's Cash Burn: Can The Gap Be Narrowed? - Tesla  ( NASDAQ:TSLA ) , Rivian Automotive  ( NASDAQ:RIVN ) ",2024-11-14 14:08:52,0.636698,0.245942,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Nvidia To Rally Around 23%? Here Are 10 Top Analyst Forecasts For Thursday - NVIDIA  ( NASDAQ:NVDA ) ,2024-11-14 13:24:22,0.239698,0.20967,Somewhat-Bullish,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '0.999701'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.166667'}]"
CMG LEGAL UPDATE: Invest in Chipotle Mexican Grill and Lose Money? You may have been Affected by Fraud and are Urged to Contact BFA Law about the Class Action  ( NYSE:CMG )  - Chipotle Mexican Grill  ( NYSE:CMG ) ,2024-11-14 12:48:00,0.072876,0.159856,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"BEN LEGAL UPDATE: Invest in Franklin Resources, Inc. and Lose Money? You may have been Affected by Fraud and are Urged to Contact BFA Law about its Investigation  ( NYSE:BEN )  - Franklin Resources  ( NYSE:BEN ) ",2024-11-14 12:44:00,0.065327,0.158574,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.87644'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Finance', 'relevance_score': '0.5'}]"
ACHC LEGAL UPDATE: Invest in Acadia Healthcare and Lose Money? You may have been Affected by Fraud and are Urged to Contact BFA Law about its Class Action  ( Nasdaq:ACHC )  - Acadia Healthcare Co  ( NASDAQ:ACHC ) ,2024-11-14 12:41:00,0.059636,0.158086,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
EW LEGAL UPDATE: Invest in Edwards Lifesciences and Lose Money? You may have been Affected by Fraud and are Urged to Contact BFA Law about the Class Action  ( NYSE:EW )  - Edwards Lifesciences  ( NYSE:EW ) ,2024-11-14 12:39:00,0.068896,0.159092,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
EVLV LEGAL UPDATE: Invest in Evolv Technologies and Lose Money? You may have been Affected by Fraud and are Urged to Contact BFA Law about its Class Action  ( Nasdaq:EVLV )  - Evolv Technologies  ( NASDAQ:EVLV ) ,2024-11-14 12:36:00,0.067347,0.158848,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
"PACS LEGAL UPDATE: Invest in PACS Group, Inc. and Lose Money? You may have been Affected by Fraud and are Urged to Contact BFA Law about its Investigation  ( NYSE:PACS )  - PACS Group  ( NYSE:PACS ) ",2024-11-14 12:33:00,0.087185,0.164112,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]"
Analysts Divided About Impact Of Elon Musk Co-Leading DOGE On Tesla Stock: Here's What Bulls And Bears Have To Say - Tesla  ( NASDAQ:TSLA ) ,2024-11-14 12:23:42,0.449219,0.053811,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
TKO LEGAL UPDATE: Did the TKO Group Holdings Board Breach its Fiduciary Duties to Investors? Shareholders are Urged to Contact BFA Law  ( NYSE:TKO )  - TKO Group Holdings  ( NYSE:TKO ) ,2024-11-14 12:11:00,0.075397,0.160438,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
TD LEGAL UPDATE: Invest in TD Bank and Lose Money? You may have been Affected by Fraud and are Urged to Contact BFA Law about the Class Action  ( NYSE:TD )  - Toronto-Dominion Bank  ( NYSE:TD ) ,2024-11-14 12:08:00,0.082963,0.162622,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
2 Incredible Growth Stocks That Could Power the Fourth Industrial Revolution,2024-11-14 11:30:00,0.04882,0.195983,Somewhat-Bullish,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Want $1 Million In Retirement? Invest $100,000 in These 3 Stocks and Wait a Decade",2024-11-14 09:15:00,0.297661,0.34509,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.998947'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.684621'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
Tesla Engineer Denies Prioritizing 'Affluent' Cybertruck Owners For Lightbar Installation - Tesla  ( NASDAQ:TSLA ) ,2024-11-14 08:25:48,0.552443,-0.020134,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Cathie Wood's Ark Invest Says Energy Bottlenecks Can't Stop AI Growth: Companies Could Go Partially Off-Grid,2024-11-14 07:03:56,0.091509,0.0,Neutral,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Zacks Investment Ideas feature highlights: Meta, Tesla, Nvidia, Riot and UNG",2024-11-14 06:58:00,0.198493,0.137471,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"Zacks Investment Ideas feature highlights: MicroStrategy, Tesla, ARKK, BuzzFeed, Comcast and GameStop",2024-11-14 06:52:00,0.112797,0.048442,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.955357'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"Pepe Clinches Top 20 Spot, Outpaces Dogecoin in Weekly Gains",2024-11-14 06:04:52,0.089462,0.0,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
"The founder-CEO of Xiaomi is taking a leaf out of Elon Musk's Tesla playbook, posting a picture of himself taking a nap on the factory floor",2024-11-14 05:45:40,0.071145,0.073359,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Gene Munster Says Elon Musk's DOGE Efficiency Plans Should Not Be Underestimated, But Warns 'It'll Likely Take Many Years' To Achieve $2 Trillion In Government Spending Cuts - Tesla  ( NASDAQ:TSLA ) ",2024-11-14 02:45:37,0.349329,0.275111,Somewhat-Bullish,"[{'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.451494'}]"
"Hypercars, Exotics, Customs, Classics, and Much More! Los Angeles Auto Show Celebrates the Best of Global Car Culture with New and Returning Exhibits",2024-11-14 01:46:00,0.035086,0.151898,Somewhat-Bullish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Palantir Co-Founder Peter Thiel On How Elon Musk Conquered Both Automobiles And Space-And Why He'd 'Never Bet' Against The Tesla CEO,2024-11-14 01:23:26,0.346642,-0.069314,Neutral,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Trump Trade Update - Bit Digital  ( NASDAQ:BTBT ) , Robinhood Markets  ( NASDAQ:HOOD ) ",2024-11-14 00:38:11,0.424317,0.302711,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Trump Nominates Marco Rubio As Secretary of State, Calls Florida Senator A 'Powerful Voice For Freedom'",2024-11-14 00:37:41,0.10607,0.140859,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Buying In Stocks On Inflation Data, Musk And Ramaswamy Doge - Apple  ( NASDAQ:AAPL ) ",2024-11-14 00:36:35,0.148731,0.110973,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Financial Markets', 'relevance_score': '0.999763'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
Tesla Short Sellers Down $8 Billion Since 2024 Election - And There Could Be More Pain Ahead - Tesla  ( NASDAQ:TSLA ) ,2024-11-13 23:01:28,0.867773,0.328989,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.503496'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Dan Ives Thinks a Trump White House Is a Big Win for This Artificial Intelligence  ( AI )  Company,2024-11-13 23:00:00,0.725269,0.632441,Bullish,"[{'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Elon Musk Praises Dogecoin Inflation Rate: 'Feature, Not a Bug'",2024-11-13 22:58:21,0.098659,-0.09265,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Blockchain', 'relevance_score': '0.451494'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
AI Data Center Energy Needs: Is Natural Gas the Answer?,2024-11-13 22:00:00,0.134968,0.081573,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.495866'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"Worksport  ( $WKSP )  Reports Significant 581% YoY Revenue Growth in Q3 2024, Eyes Record 2025",2024-11-13 21:20:00,0.025272,0.062206,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.999999'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Top ETF Winners from the Trump Trade,2024-11-13 20:20:00,0.342487,0.439247,Bullish,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}]"
Elon Musk and Dogecoin: How the Billionaire Became the 'Dogefather',2024-11-13 19:13:08,0.087344,0.074644,Neutral,"[{'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.890401'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Why Rivian Shares Are Still Surging Today,2024-11-13 18:53:41,0.146025,0.082277,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"BYD To Enter South Korea's Passenger Car Market In 2025, Challenging Tesla Model 3 And Hyundai IONIQ 6: Report - BYD  ( OTC:BYDDY ) ",2024-11-13 17:57:07,0.098255,-0.044287,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Dogecoin soars as Trump names Musk to head new DOGE efficiency department,2024-11-13 17:53:18,0.078354,0.188123,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Blockchain', 'relevance_score': '0.769861'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
A Dogecoin Strategic Reserve? One Company Is Working On it,2024-11-13 17:25:00,0.062271,0.341791,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
"Adient Q4 Earnings Surpass Expectations, Revenues Decline Y/Y",2024-11-13 15:20:00,0.138863,0.023413,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.986564'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Cathie Wood Is Selling Tesla and Buying This ""Magnificent Seven"" Stock Instead",2024-11-13 15:15:00,0.545618,0.337202,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.972756'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]"
"Bitcoin climbs above $91,000 for the first time as investors digest postelection gains, inflation data",2024-11-13 15:11:27,0.165031,0.202329,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.310843'}]"
Elon Musk will attend Trump's first post-election meeting with House Republicans in D.C.,2024-11-13 13:54:29,0.148731,0.123735,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Marjorie Taylor Greene Loaded Up on Stocks to Start November. Here Are 6 She Just Bought.,2024-11-13 12:45:00,0.301933,0.331843,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.752319'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
Is Archer Aviation a Millionaire-Maker Stock?,2024-11-13 12:15:00,0.061631,0.123029,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
Cybertruck owners face another recall - and this one's likely to be a hassle,2024-11-13 12:01:43,0.718485,-0.315283,Somewhat-Bearish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Why S&P 500, Dow Futures Are Lower Wednesday - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",2024-11-13 11:31:17,0.085022,0.152109,Somewhat-Bullish,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.999682'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999975'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}]"
"Xiaomi CEO Lei Jun marks 100,000 EV milestone with homage to Tesla's Elon Musk",2024-11-13 11:30:08,0.323078,0.070338,Neutral,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Meet the Monster Stock that Continues to Crush the Market,2024-11-13 11:00:00,0.072435,0.036193,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.999862'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]"
Tesla Shares Rise In Pre-Market Tuesday After Cooling Down In Previous Session: What's Going On? - Tesla  ( NASDAQ:TSLA ) ,2024-11-13 10:44:23,0.574235,0.289455,Somewhat-Bullish,"[{'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Why Were Dividend King Stocks Coca-Cola, PepsiCo, and Procter & Gamble Falling After the Election?",2024-11-13 10:17:00,0.053992,0.082974,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.576289'}, {'topic': 'Technology', 'relevance_score': '0.25'}]"
"GM Unveils 2026 Cadillac Vistiq Electric SUV With Starting Price Below Tesla Model X, Lucid Gravity - General Motors  ( NYSE:GM ) ",2024-11-13 10:00:38,0.31482,0.061978,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"1 AI Stock May Be Worth More Than Apple, Microsoft, Amazon, and Tesla Combined by 2030, According to a Wall Street Analyst",2024-11-13 09:45:00,0.043738,0.167541,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.983783'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"Warren Buffett Owns 1 Vanguard Index Fund That Could Soar by 150%, According to a Top Wall Street Analyst",2024-11-13 09:27:00,0.03804,0.059434,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.999759'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
